Vehicle Class,Vehicle Category Group,Count,State,Vehicle Category
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),MMV,0,Uttarakhand(21),FOUR WHEELER
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),4WIC,0,Uttarakhand(21),FOUR WHEELER
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),HMV,0,Uttarakhand(21),FOUR WHEELER
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),LMV,1,Uttarakhand(21),FOUR WHEELER
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),TOTAL,1,Uttarakhand(21),FOUR WHEELER
AMBULANCE,2WT,0,Uttarakhand(21),AMBULANCE/HEARSES
AMBULANCE,LPV,101,Uttarakhand(21),AMBULANCE/HEARSES
AMBULANCE,MPV,0,Uttarakhand(21),AMBULANCE/HEARSES
AMBULANCE,HPV,0,Uttarakhand(21),AMBULANCE/HEARSES
AMBULANCE,LGV,2,Uttarakhand(21),AMBULANCE/HEARSES
AMBULANCE,MGV,0,Uttarakhand(21),AMBULANCE/HEARSES
AMBULANCE,HGV,0,Uttarakhand(21),AMBULANCE/HEARSES
AMBULANCE,TOTAL,103,Uttarakhand(21),AMBULANCE/HEARSES
HEARSES,2WT,0,Uttarakhand(21),AMBULANCE/HEARSES
HEARSES,LPV,2,Uttarakhand(21),AMBULANCE/HEARSES
HEARSES,MPV,0,Uttarakhand(21),AMBULANCE/HEARSES
HEARSES,HPV,0,Uttarakhand(21),AMBULANCE/HEARSES
HEARSES,LGV,2,Uttarakhand(21),AMBULANCE/HEARSES
HEARSES,MGV,0,Uttarakhand(21),AMBULANCE/HEARSES
HEARSES,HGV,0,Uttarakhand(21),AMBULANCE/HEARSES
HEARSES,TOTAL,4,Uttarakhand(21),AMBULANCE/HEARSES
CONSTRUCTION EQUIPMENT VEHICLE,LMV,6,Uttarakhand(21),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,MMV,57,Uttarakhand(21),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,HMV,27,Uttarakhand(21),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,LGV,0,Uttarakhand(21),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,MGV,0,Uttarakhand(21),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,HGV,0,Uttarakhand(21),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,OTH,349,Uttarakhand(21),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,TOTAL,439,Uttarakhand(21),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,LMV,0,Uttarakhand(21),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,MMV,0,Uttarakhand(21),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,HMV,0,Uttarakhand(21),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,LGV,0,Uttarakhand(21),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,MGV,0,Uttarakhand(21),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,HGV,40,Uttarakhand(21),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,OTH,0,Uttarakhand(21),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,TOTAL,40,Uttarakhand(21),CONSTRUCTION EQUIPMENT VEHICLE
ARTICULATED VEHICLE,LGV,0,Uttarakhand(21),GOODS VEHICLES
ARTICULATED VEHICLE,MGV,0,Uttarakhand(21),GOODS VEHICLES
ARTICULATED VEHICLE,HGV,25,Uttarakhand(21),GOODS VEHICLES
ARTICULATED VEHICLE,TOTAL,25,Uttarakhand(21),GOODS VEHICLES
GOODS CARRIER,LGV,"2,375",Uttarakhand(21),GOODS VEHICLES
GOODS CARRIER,MGV,119,Uttarakhand(21),GOODS VEHICLES
GOODS CARRIER,HGV,"1,014",Uttarakhand(21),GOODS VEHICLES
GOODS CARRIER,TOTAL,"3,508",Uttarakhand(21),GOODS VEHICLES
MOBILE CLINIC,LGV,1,Uttarakhand(21),GOODS VEHICLES
MOBILE CLINIC,MGV,0,Uttarakhand(21),GOODS VEHICLES
MOBILE CLINIC,HGV,0,Uttarakhand(21),GOODS VEHICLES
MOBILE CLINIC,TOTAL,1,Uttarakhand(21),GOODS VEHICLES
BUS,LPV,354,Uttarakhand(21),PUBLIC SERVICE VEHICLE
BUS,MPV,124,Uttarakhand(21),PUBLIC SERVICE VEHICLE
BUS,HPV,149,Uttarakhand(21),PUBLIC SERVICE VEHICLE
BUS,TOTAL,627,Uttarakhand(21),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,LPV,106,Uttarakhand(21),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,MPV,43,Uttarakhand(21),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,HPV,0,Uttarakhand(21),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,TOTAL,149,Uttarakhand(21),PUBLIC SERVICE VEHICLE
OMNI BUS,LPV,11,Uttarakhand(21),PUBLIC SERVICE VEHICLE
OMNI BUS,MPV,0,Uttarakhand(21),PUBLIC SERVICE VEHICLE
OMNI BUS,HPV,0,Uttarakhand(21),PUBLIC SERVICE VEHICLE
OMNI BUS,TOTAL,11,Uttarakhand(21),PUBLIC SERVICE VEHICLE
FORK LIFT,LMV,0,Uttarakhand(21),SPECIAL CATEGORY VEHICLES
FORK LIFT,MMV,0,Uttarakhand(21),SPECIAL CATEGORY VEHICLES
FORK LIFT,HMV,0,Uttarakhand(21),SPECIAL CATEGORY VEHICLES
FORK LIFT,LGV,0,Uttarakhand(21),SPECIAL CATEGORY VEHICLES
FORK LIFT,MGV,0,Uttarakhand(21),SPECIAL CATEGORY VEHICLES
FORK LIFT,HGV,0,Uttarakhand(21),SPECIAL CATEGORY VEHICLES
FORK LIFT,OTH,3,Uttarakhand(21),SPECIAL CATEGORY VEHICLES
FORK LIFT,TOTAL,3,Uttarakhand(21),SPECIAL CATEGORY VEHICLES
HARVESTER,LMV,0,Uttarakhand(21),SPECIAL CATEGORY VEHICLES
HARVESTER,MMV,0,Uttarakhand(21),SPECIAL CATEGORY VEHICLES
HARVESTER,HMV,0,Uttarakhand(21),SPECIAL CATEGORY VEHICLES
HARVESTER,LGV,0,Uttarakhand(21),SPECIAL CATEGORY VEHICLES
HARVESTER,MGV,0,Uttarakhand(21),SPECIAL CATEGORY VEHICLES
HARVESTER,HGV,0,Uttarakhand(21),SPECIAL CATEGORY VEHICLES
HARVESTER,OTH,2,Uttarakhand(21),SPECIAL CATEGORY VEHICLES
HARVESTER,TOTAL,2,Uttarakhand(21),SPECIAL CATEGORY VEHICLES
CAMPER VAN / TRAILER (PRIVATE USE),LMV,1,Uttarakhand(21),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),HMV,0,Uttarakhand(21),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),MMV,0,Uttarakhand(21),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),LGV,0,Uttarakhand(21),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),MGV,0,Uttarakhand(21),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),HGV,0,Uttarakhand(21),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),TOTAL,1,Uttarakhand(21),TRAILER
TRAILER (COMMERCIAL),LMV,0,Uttarakhand(21),TRAILER
TRAILER (COMMERCIAL),HMV,0,Uttarakhand(21),TRAILER
TRAILER (COMMERCIAL),MMV,0,Uttarakhand(21),TRAILER
TRAILER (COMMERCIAL),LGV,27,Uttarakhand(21),TRAILER
TRAILER (COMMERCIAL),MGV,23,Uttarakhand(21),TRAILER
TRAILER (COMMERCIAL),HGV,0,Uttarakhand(21),TRAILER
TRAILER (COMMERCIAL),TOTAL,50,Uttarakhand(21),TRAILER
AGRICULTURAL TRACTOR,LMV,"1,716",Uttarakhand(21),TRACTOR
AGRICULTURAL TRACTOR,MMV,3,Uttarakhand(21),TRACTOR
AGRICULTURAL TRACTOR,LGV,0,Uttarakhand(21),TRACTOR
AGRICULTURAL TRACTOR,MGV,0,Uttarakhand(21),TRACTOR
AGRICULTURAL TRACTOR,HGV,0,Uttarakhand(21),TRACTOR
AGRICULTURAL TRACTOR,OTH,0,Uttarakhand(21),TRACTOR
AGRICULTURAL TRACTOR,TOTAL,"1,719",Uttarakhand(21),TRACTOR
TRACTOR (COMMERCIAL),LMV,0,Uttarakhand(21),TRACTOR
TRACTOR (COMMERCIAL),MMV,0,Uttarakhand(21),TRACTOR
TRACTOR (COMMERCIAL),LGV,318,Uttarakhand(21),TRACTOR
TRACTOR (COMMERCIAL),MGV,1,Uttarakhand(21),TRACTOR
TRACTOR (COMMERCIAL),HGV,0,Uttarakhand(21),TRACTOR
TRACTOR (COMMERCIAL),OTH,0,Uttarakhand(21),TRACTOR
TRACTOR (COMMERCIAL),TOTAL,319,Uttarakhand(21),TRACTOR
ADAPTED VEHICLE,2WIC,113,Uttar Pradesh(78),TWO WHEELER
ADAPTED VEHICLE,2WT,0,Uttar Pradesh(78),TWO WHEELER
ADAPTED VEHICLE,TOTAL,113,Uttar Pradesh(78),TWO WHEELER
ADAPTED VEHICLE,2WN,0,Uttar Pradesh(78),TWO WHEELER
M-CYCLE/SCOOTER,2WT,0,Uttar Pradesh(78),TWO WHEELER
M-CYCLE/SCOOTER,2WN,"13,20,269",Uttar Pradesh(78),TWO WHEELER
M-CYCLE/SCOOTER,TOTAL,"13,20,269",Uttar Pradesh(78),TWO WHEELER
M-CYCLE/SCOOTER,2WIC,0,Uttar Pradesh(78),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,2WN,106,Uttar Pradesh(78),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,2WIC,0,Uttar Pradesh(78),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,2WT,0,Uttar Pradesh(78),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,TOTAL,106,Uttar Pradesh(78),TWO WHEELER
MOPED,2WIC,0,Uttar Pradesh(78),TWO WHEELER
MOPED,2WT,0,Uttar Pradesh(78),TWO WHEELER
MOPED,TOTAL,"27,614",Uttar Pradesh(78),TWO WHEELER
MOPED,2WN,"27,614",Uttar Pradesh(78),TWO WHEELER
MOTOR CYCLE/SCOOTER-USED FOR HIRE,2WIC,0,Uttar Pradesh(78),TWO WHEELER
MOTOR CYCLE/SCOOTER-USED FOR HIRE,2WN,0,Uttar Pradesh(78),TWO WHEELER
MOTOR CYCLE/SCOOTER-USED FOR HIRE,TOTAL,215,Uttar Pradesh(78),TWO WHEELER
MOTOR CYCLE/SCOOTER-USED FOR HIRE,2WT,215,Uttar Pradesh(78),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),2WN,234,Uttar Pradesh(78),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),2WIC,0,Uttar Pradesh(78),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),2WT,0,Uttar Pradesh(78),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),TOTAL,234,Uttar Pradesh(78),TWO WHEELER
E-RICKSHAW WITH CART (G),3WN,0,Uttar Pradesh(78),THREE WHEELER
E-RICKSHAW WITH CART (G),3WT,"11,754",Uttar Pradesh(78),THREE WHEELER
E-RICKSHAW WITH CART (G),TOTAL,"11,754",Uttar Pradesh(78),THREE WHEELER
E-RICKSHAW(P),3WN,0,Uttar Pradesh(78),THREE WHEELER
E-RICKSHAW(P),3WT,"94,512",Uttar Pradesh(78),THREE WHEELER
E-RICKSHAW(P),TOTAL,"94,512",Uttar Pradesh(78),THREE WHEELER
THREE WHEELER (GOODS),3WN,0,Uttar Pradesh(78),THREE WHEELER
THREE WHEELER (GOODS),3WT,"6,428",Uttar Pradesh(78),THREE WHEELER
THREE WHEELER (GOODS),TOTAL,"6,428",Uttar Pradesh(78),THREE WHEELER
THREE WHEELER (PASSENGER),3WN,0,Uttar Pradesh(78),THREE WHEELER
THREE WHEELER (PASSENGER),3WT,"32,008",Uttar Pradesh(78),THREE WHEELER
THREE WHEELER (PASSENGER),TOTAL,"32,008",Uttar Pradesh(78),THREE WHEELER
THREE WHEELER (PERSONAL),3WN,7,Uttar Pradesh(78),THREE WHEELER
THREE WHEELER (PERSONAL),3WT,0,Uttar Pradesh(78),THREE WHEELER
THREE WHEELER (PERSONAL),TOTAL,7,Uttar Pradesh(78),THREE WHEELER
ADAPTED VEHICLE,4WIC,180,Uttar Pradesh(78),FOUR WHEELER
ADAPTED VEHICLE,TOTAL,180,Uttar Pradesh(78),FOUR WHEELER
ADAPTED VEHICLE,LMV,0,Uttar Pradesh(78),FOUR WHEELER
ADAPTED VEHICLE,HMV,0,Uttar Pradesh(78),FOUR WHEELER
ADAPTED VEHICLE,MMV,0,Uttar Pradesh(78),FOUR WHEELER
MOTOR CAR,TOTAL,"2,19,850",Uttar Pradesh(78),FOUR WHEELER
MOTOR CAR,HMV,0,Uttar Pradesh(78),FOUR WHEELER
MOTOR CAR,MMV,0,Uttar Pradesh(78),FOUR WHEELER
MOTOR CAR,LMV,"2,19,850",Uttar Pradesh(78),FOUR WHEELER
MOTOR CAR,4WIC,0,Uttar Pradesh(78),FOUR WHEELER
OMNI BUS (PRIVATE USE),LMV,53,Uttar Pradesh(78),FOUR WHEELER
OMNI BUS (PRIVATE USE),TOTAL,53,Uttar Pradesh(78),FOUR WHEELER
OMNI BUS (PRIVATE USE),MMV,0,Uttar Pradesh(78),FOUR WHEELER
OMNI BUS (PRIVATE USE),HMV,0,Uttar Pradesh(78),FOUR WHEELER
OMNI BUS (PRIVATE USE),4WIC,0,Uttar Pradesh(78),FOUR WHEELER
QUADRICYCLE (PRIVATE),MMV,0,Uttar Pradesh(78),FOUR WHEELER
QUADRICYCLE (PRIVATE),4WIC,0,Uttar Pradesh(78),FOUR WHEELER
QUADRICYCLE (PRIVATE),HMV,0,Uttar Pradesh(78),FOUR WHEELER
QUADRICYCLE (PRIVATE),LMV,2,Uttar Pradesh(78),FOUR WHEELER
QUADRICYCLE (PRIVATE),TOTAL,2,Uttar Pradesh(78),FOUR WHEELER
AMBULANCE,2WT,0,Uttar Pradesh(78),AMBULANCE/HEARSES
AMBULANCE,LPV,333,Uttar Pradesh(78),AMBULANCE/HEARSES
AMBULANCE,MPV,0,Uttar Pradesh(78),AMBULANCE/HEARSES
AMBULANCE,HPV,0,Uttar Pradesh(78),AMBULANCE/HEARSES
AMBULANCE,LGV,8,Uttar Pradesh(78),AMBULANCE/HEARSES
AMBULANCE,MGV,0,Uttar Pradesh(78),AMBULANCE/HEARSES
AMBULANCE,HGV,0,Uttar Pradesh(78),AMBULANCE/HEARSES
AMBULANCE,TOTAL,341,Uttar Pradesh(78),AMBULANCE/HEARSES
HEARSES,2WT,0,Uttar Pradesh(78),AMBULANCE/HEARSES
HEARSES,LPV,8,Uttar Pradesh(78),AMBULANCE/HEARSES
HEARSES,MPV,0,Uttar Pradesh(78),AMBULANCE/HEARSES
HEARSES,HPV,0,Uttar Pradesh(78),AMBULANCE/HEARSES
HEARSES,LGV,6,Uttar Pradesh(78),AMBULANCE/HEARSES
HEARSES,MGV,0,Uttar Pradesh(78),AMBULANCE/HEARSES
HEARSES,HGV,0,Uttar Pradesh(78),AMBULANCE/HEARSES
HEARSES,TOTAL,14,Uttar Pradesh(78),AMBULANCE/HEARSES
CONSTRUCTION EQUIPMENT VEHICLE,LMV,0,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,OTH,221,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,HGV,0,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,MMV,11,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,MGV,0,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,LGV,0,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,TOTAL,246,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,HMV,14,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),HGV,0,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),MGV,0,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),OTH,"2,916",Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),LGV,0,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),LMV,2,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),TOTAL,"3,770",Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),HMV,208,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),MMV,644,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,HMV,0,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,HGV,47,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,LMV,0,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,TOTAL,48,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,MGV,1,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,LGV,0,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,MMV,0,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,OTH,0,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,LGV,0,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,MGV,0,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,LMV,0,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,MMV,14,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,HGV,0,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,OTH,60,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,HMV,2,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,TOTAL,76,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),OTH,0,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),LGV,0,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),MGV,1,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),HMV,0,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),MMV,0,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),LMV,0,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),HGV,16,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),TOTAL,17,Uttar Pradesh(78),CONSTRUCTION EQUIPMENT VEHICLE
ARTICULATED VEHICLE,LGV,0,Uttar Pradesh(78),GOODS VEHICLES
ARTICULATED VEHICLE,MGV,0,Uttar Pradesh(78),GOODS VEHICLES
ARTICULATED VEHICLE,HGV,"1,116",Uttar Pradesh(78),GOODS VEHICLES
ARTICULATED VEHICLE,TOTAL,"1,116",Uttar Pradesh(78),GOODS VEHICLES
CASH VAN,LGV,3,Uttar Pradesh(78),GOODS VEHICLES
CASH VAN,MGV,0,Uttar Pradesh(78),GOODS VEHICLES
CASH VAN,HGV,0,Uttar Pradesh(78),GOODS VEHICLES
CASH VAN,TOTAL,3,Uttar Pradesh(78),GOODS VEHICLES
GOODS CARRIER,LGV,"26,736",Uttar Pradesh(78),GOODS VEHICLES
GOODS CARRIER,MGV,"1,689",Uttar Pradesh(78),GOODS VEHICLES
GOODS CARRIER,HGV,"9,477",Uttar Pradesh(78),GOODS VEHICLES
GOODS CARRIER,TOTAL,"37,902",Uttar Pradesh(78),GOODS VEHICLES
MOBILE CLINIC,LGV,1,Uttar Pradesh(78),GOODS VEHICLES
MOBILE CLINIC,MGV,0,Uttar Pradesh(78),GOODS VEHICLES
MOBILE CLINIC,HGV,0,Uttar Pradesh(78),GOODS VEHICLES
MOBILE CLINIC,TOTAL,1,Uttar Pradesh(78),GOODS VEHICLES
BUS,LPV,"1,043",Uttar Pradesh(78),PUBLIC SERVICE VEHICLE
BUS,MPV,934,Uttar Pradesh(78),PUBLIC SERVICE VEHICLE
BUS,HPV,"1,697",Uttar Pradesh(78),PUBLIC SERVICE VEHICLE
BUS,TOTAL,"3,674",Uttar Pradesh(78),PUBLIC SERVICE VEHICLE
CAMPER VAN / TRAILER,LPV,3,Uttar Pradesh(78),PUBLIC SERVICE VEHICLE
CAMPER VAN / TRAILER,MPV,1,Uttar Pradesh(78),PUBLIC SERVICE VEHICLE
CAMPER VAN / TRAILER,HPV,1,Uttar Pradesh(78),PUBLIC SERVICE VEHICLE
CAMPER VAN / TRAILER,TOTAL,5,Uttar Pradesh(78),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,LPV,"1,511",Uttar Pradesh(78),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,MPV,352,Uttar Pradesh(78),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,HPV,43,Uttar Pradesh(78),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,TOTAL,"1,906",Uttar Pradesh(78),PUBLIC SERVICE VEHICLE
OMNI BUS,LPV,164,Uttar Pradesh(78),PUBLIC SERVICE VEHICLE
OMNI BUS,MPV,4,Uttar Pradesh(78),PUBLIC SERVICE VEHICLE
OMNI BUS,HPV,0,Uttar Pradesh(78),PUBLIC SERVICE VEHICLE
OMNI BUS,TOTAL,168,Uttar Pradesh(78),PUBLIC SERVICE VEHICLE
ADAPTED VEHICLE,4WIC,"1,894",Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
ADAPTED VEHICLE,TOTAL,"1,894",Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
ADAPTED VEHICLE,LMV,0,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
ADAPTED VEHICLE,HMV,0,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
ADAPTED VEHICLE,MMV,0,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
MOTOR CAB,4WIC,0,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
MOTOR CAB,TOTAL,141,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
MOTOR CAB,LMV,141,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
MOTOR CAB,HMV,0,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
MOTOR CAB,MMV,0,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
MOTOR CAR,TOTAL,"18,36,843",Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
MOTOR CAR,HMV,0,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
MOTOR CAR,MMV,0,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
MOTOR CAR,4WIC,0,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
MOTOR CAR,LMV,"18,36,843",Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
OMNI BUS (PRIVATE USE),HMV,0,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
OMNI BUS (PRIVATE USE),TOTAL,"3,215",Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
OMNI BUS (PRIVATE USE),MMV,22,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
OMNI BUS (PRIVATE USE),4WIC,0,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
OMNI BUS (PRIVATE USE),LMV,"3,193",Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),4WIC,0,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),HMV,7,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),LMV,939,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),MMV,11,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),TOTAL,957,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
QUADRICYCLE (PRIVATE),HMV,0,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
QUADRICYCLE (PRIVATE),4WIC,0,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
QUADRICYCLE (PRIVATE),MMV,0,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
QUADRICYCLE (PRIVATE),LMV,20,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
QUADRICYCLE (PRIVATE),TOTAL,20,Uttar Pradesh(78),SPECIAL CATEGORY VEHICLES
CAMPER VAN / TRAILER (PRIVATE USE),LMV,397,Uttar Pradesh(78),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),MGV,0,Uttar Pradesh(78),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),TOTAL,416,Uttar Pradesh(78),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),HMV,10,Uttar Pradesh(78),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),MMV,9,Uttar Pradesh(78),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),HGV,0,Uttar Pradesh(78),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),LGV,0,Uttar Pradesh(78),TRAILER
SEMI-TRAILER (COMMERCIAL),MGV,0,Uttar Pradesh(78),TRAILER
SEMI-TRAILER (COMMERCIAL),MMV,0,Uttar Pradesh(78),TRAILER
SEMI-TRAILER (COMMERCIAL),HGV,75,Uttar Pradesh(78),TRAILER
SEMI-TRAILER (COMMERCIAL),HMV,0,Uttar Pradesh(78),TRAILER
